geo_id,dist_to_nearest_ballot_box_km
1500000US530019501001,9.668077106846296
1500000US530019501002,0.6316299916144198
1500000US530019501003,0.27854476714792176
1500000US530019502001,1.552801536164814
1500000US530019502002,15.782556656553306
1500000US530019502003,7.241078567897285
1500000US530019503011,5.390149413639458
1500000US530019503021,3.3387468899035553
1500000US530019503031,4.072376422973836
1500000US530019503032,7.7046576806396345
1500000US530019504001,0.7532446770704575
1500000US530019504002,0.4016233951857366
1500000US530019505001,0.7894498197970269
1500000US530019505002,0.7734990359181508
1500000US530019505003,1.458375858652446
1500000US530039601001,5.406188896101555
1500000US530039601002,11.875418602748896
1500000US530039601003,2.4000568439602907
1500000US530039602001,1.5061152482948033
1500000US530039602002,0.8693727820307077
1500000US530039602003,0.7920532798440177
1500000US530039602004,2.175507949692336
1500000US530039603001,1.2530081159747921
1500000US530039603002,0.8115964833940336
1500000US530039603003,0.5490039529116341
1500000US530039603004,0.17602998653911228
1500000US530039604001,1.4901555775213744
1500000US530039604002,2.0033561897473198
1500000US530039605001,0.9438301133028764
1500000US530039605002,0.4815640227399246
1500000US530039605003,1.0645331164218834
1500000US530039605004,1.426706521540643
1500000US530039606001,1.7440417196903286
1500000US530039606002,0.8244024458371905
1500000US530039606003,2.041805898845435
1500000US530039606004,2.212328532061802
1500000US530050101001,1.1600500074713203
1500000US530050101002,1.0904635429037415
1500000US530050102011,1.8520085889490217
1500000US530050102012,1.356725073714368
1500000US530050102013,2.794687997327981
1500000US530050102014,3.380213478129595
1500000US530050102031,1.0392644502338417
1500000US530050102032,2.0041892782957946
1500000US530050102033,1.9960560461005799
1500000US530050102041,1.4400309925273136
1500000US530050102042,0.9042280814646275
1500000US530050103001,2.1904433309572267
1500000US530050103002,2.7442472941175384
1500000US530050103003,3.013759326577298
1500000US530050103004,3.3681636935798043
1500000US530050104001,1.5938378569203735
1500000US530050104002,2.083568902237864
1500000US530050104003,2.4737378286220726
1500000US530050105001,0.5345980678275484
1500000US530050105002,1.112057379594146
1500000US530050106001,2.261123220704875
1500000US530050106002,2.845357744430041
1500000US530050106003,2.9486757590353223
1500000US530050106004,2.976905788245299
1500000US530050107011,3.347866000806078
1500000US530050107012,4.52633738316545
1500000US530050107031,1.1391776962580522
1500000US530050107032,8.261773631364044
1500000US530050107033,2.67845476418121
1500000US530050107051,3.327144087858189
1500000US530050107052,1.817540711986762
1500000US530050107053,1.9689204772679612
1500000US530050107054,1.3091481380349663
1500000US530050107071,2.0830229669531417
1500000US530050107072,0.702616638013828
1500000US530050107081,0.8537518069627074
1500000US530050107082,0.38155599408841173
1500000US530050107083,1.1405948714547285
1500000US530050108071,4.96669978819922
1500000US530050108091,2.333915491851994
1500000US530050108092,1.7942910299416313
1500000US530050108093,2.5886650595985556
1500000US530050108101,3.2620338398404316
1500000US530050108102,2.447895578747069
