"geo_id","dist_to_nearest_ballot_box_km","block_group_name","total_voting_age_pop","num_voted"
"1500000US530079603021","0.811479657237673","Block Group 1, Census Tract 9603.02, Chelan County, Washington","637","183"
"1500000US530079603022","1.06542234116866","Block Group 2, Census Tract 9603.02, Chelan County, Washington","434","161"
"1500000US530079603023","6.96719191643094","Block Group 3, Census Tract 9603.02, Chelan County, Washington","914","179"
"1500000US530079603031","3.16428731654288","Block Group 1, Census Tract 9603.03, Chelan County, Washington","793","420"
"1500000US530079603032","0.630464144798215","Block Group 2, Census Tract 9603.03, Chelan County, Washington","683","238"
"1500000US530079604001","9.20718354127298","Block Group 1, Census Tract 9604, Chelan County, Washington","801","217"
"1500000US530079604002","12.0622165416578","Block Group 2, Census Tract 9604, Chelan County, Washington","829","341"
"1500000US530079604003","11.5382181434533","Block Group 3, Census Tract 9604, Chelan County, Washington","807","249"
"1500000US530079604004","14.3301318929426","Block Group 4, Census Tract 9604, Chelan County, Washington","748","239"
"1500000US530079605011","4.53005996865891","Block Group 1, Census Tract 9605.01, Chelan County, Washington","649","189"
"1500000US530079605012","6.74168233321711","Block Group 2, Census Tract 9605.01, Chelan County, Washington","634","221"
"1500000US530079605013","3.54493159517849","Block Group 3, Census Tract 9605.01, Chelan County, Washington","995","551"
"1500000US530079605021","4.40024615876681","Block Group 1, Census Tract 9605.02, Chelan County, Washington","982","444"
"1500000US530079605022","8.1027569318484","Block Group 2, Census Tract 9605.02, Chelan County, Washington","961","427"
"1500000US530079605023","4.99964019940169","Block Group 3, Census Tract 9605.02, Chelan County, Washington","1344","602"
"1500000US530079606001","0.176731291703201","Block Group 1, Census Tract 9606, Chelan County, Washington","913","461"
"1500000US530079606002","1.04406790421444","Block Group 2, Census Tract 9606, Chelan County, Washington","980","627"
"1500000US530079606003","1.16576926234807","Block Group 3, Census Tract 9606, Chelan County, Washington","1298","630"
"1500000US530079607001","5.32528571285255","Block Group 1, Census Tract 9607, Chelan County, Washington","893","610"
"1500000US530079607002","6.14757139274914","Block Group 2, Census Tract 9607, Chelan County, Washington","1091","929"
"1500000US530079607003","7.92418782105725","Block Group 3, Census Tract 9607, Chelan County, Washington","1298","1024"
"1500000US530079608011","3.67414839043738","Block Group 1, Census Tract 9608.01, Chelan County, Washington","823","630"
"1500000US530079608012","4.0532498446137","Block Group 2, Census Tract 9608.01, Chelan County, Washington","1539","1307"
"1500000US530079608031","2.09874441073381","Block Group 1, Census Tract 9608.03, Chelan County, Washington","1464","920"
"1500000US530079608032","1.26485355727858","Block Group 2, Census Tract 9608.03, Chelan County, Washington","1479","779"
"1500000US530079608041","2.51046592826509","Block Group 1, Census Tract 9608.04, Chelan County, Washington","1732","1000"
"1500000US530079608042","3.20251214544433","Block Group 2, Census Tract 9608.04, Chelan County, Washington","1764","1177"
"1500000US530079610011","0.505244128476099","Block Group 1, Census Tract 9610.01, Chelan County, Washington","535","291"
"1500000US530079610012","0.306897255461983","Block Group 2, Census Tract 9610.01, Chelan County, Washington","623","224"
"1500000US530079610013","0.844235514129932","Block Group 3, Census Tract 9610.01, Chelan County, Washington","1029","704"
"1500000US530079610021","0.471207462439006","Block Group 1, Census Tract 9610.02, Chelan County, Washington","514","187"
"1500000US530079610022","0.667302846828254","Block Group 2, Census Tract 9610.02, Chelan County, Washington","626","210"
"1500000US530079610023","0.68774185468187","Block Group 3, Census Tract 9610.02, Chelan County, Washington","755","367"
"1500000US530079610024","0.286296789936488","Block Group 4, Census Tract 9610.02, Chelan County, Washington","1046","451"
"1500000US530079611011","1.30986165071077","Block Group 1, Census Tract 9611.01, Chelan County, Washington","1307","548"
"1500000US530079611012","1.46828725884818","Block Group 2, Census Tract 9611.01, Chelan County, Washington","1439","401"
"1500000US530079611013","0.95877487353538","Block Group 3, Census Tract 9611.01, Chelan County, Washington","458","272"
"1500000US530079611021","1.45351139889523","Block Group 1, Census Tract 9611.02, Chelan County, Washington","793","515"
"1500000US530079611022","2.38311906957533","Block Group 2, Census Tract 9611.02, Chelan County, Washington","1560","1083"
"1500000US530079611023","2.28253095837988","Block Group 3, Census Tract 9611.02, Chelan County, Washington","1135","434"
"1500000US530079611024","2.55373517575104","Block Group 4, Census Tract 9611.02, Chelan County, Washington","725","235"
"1500000US530079612001","5.17683949983518","Block Group 1, Census Tract 9612, Chelan County, Washington","1429","835"
"1500000US530079612002","7.59538117246441","Block Group 2, Census Tract 9612, Chelan County, Washington","1406","971"
"1500000US530079612003","7.42757280162316","Block Group 3, Census Tract 9612, Chelan County, Washington","734","365"
"1500000US530079613011","2.44211021330363","Block Group 1, Census Tract 9613.01, Chelan County, Washington","1117","849"
"1500000US530079613031","1.65831862110084","Block Group 1, Census Tract 9613.03, Chelan County, Washington","1380","818"
"1500000US530079613032","1.78749273950876","Block Group 2, Census Tract 9613.03, Chelan County, Washington","846","603"
"1500000US530079613033","1.74239903357748","Block Group 3, Census Tract 9613.03, Chelan County, Washington","968","739"
"1500000US530079613041","1.18249567714133","Block Group 1, Census Tract 9613.04, Chelan County, Washington","1021","736"
"1500000US530079613042","3.06380727766802","Block Group 2, Census Tract 9613.04, Chelan County, Washington","1373","1142"
"1500000US530079613043","1.99330661828529","Block Group 3, Census Tract 9613.04, Chelan County, Washington","1090","705"
"1500000US530090003001","1.04912912045716","Block Group 1, Census Tract 3, Clallam County, Washington","631","172"
"1500000US530090003002","1.15972365882204","Block Group 2, Census Tract 3, Clallam County, Washington","1345","254"
"1500000US530090003003","1.53505534805101","Block Group 3, Census Tract 3, Clallam County, Washington","782","247"
"1500000US530090003004","2.19186221579776","Block Group 4, Census Tract 3, Clallam County, Washington","603","202"
"1500000US530090006001","23.68623327998","Block Group 1, Census Tract 6, Clallam County, Washington","963","563"
"1500000US530090006002","20.0219372689701","Block Group 2, Census Tract 6, Clallam County, Washington","332","234"
"1500000US530090006003","13.6955859798828","Block Group 3, Census Tract 6, Clallam County, Washington","1569","1191"
"1500000US530090007001","3.17051839680349","Block Group 1, Census Tract 7, Clallam County, Washington","1109","664"
"1500000US530090007002","3.54039288215361","Block Group 2, Census Tract 7, Clallam County, Washington","712","514"
"1500000US530090007003","4.46487274859008","Block Group 3, Census Tract 7, Clallam County, Washington","1342","766"
"1500000US530090008001","2.68320133784259","Block Group 1, Census Tract 8, Clallam County, Washington","913","459"
"1500000US530090008002","2.25134579166076","Block Group 2, Census Tract 8, Clallam County, Washington","1595","1003"
"1500000US530090008003","2.06916908174284","Block Group 3, Census Tract 8, Clallam County, Washington","886","636"
"1500000US530090009001","0.396745191093559","Block Group 1, Census Tract 9, Clallam County, Washington","854","497"
"1500000US530090009002","1.29004950557208","Block Group 2, Census Tract 9, Clallam County, Washington","780","519"
"1500000US530090009003","0.937255549681867","Block Group 3, Census Tract 9, Clallam County, Washington","730","542"
"1500000US530090010001","0.529864894062509","Block Group 1, Census Tract 10, Clallam County, Washington","935","491"
"1500000US530090010002","0.622485586267339","Block Group 2, Census Tract 10, Clallam County, Washington","1090","722"
"1500000US530090011001","1.56165229020129","Block Group 1, Census Tract 11, Clallam County, Washington","979","705"
"1500000US530090011002","1.26223263535466","Block Group 2, Census Tract 11, Clallam County, Washington","516","306"
"1500000US530090011003","2.54724822668135","Block Group 3, Census Tract 11, Clallam County, Washington","941","741"
"1500000US530090012001","1.45404243447302","Block Group 1, Census Tract 12, Clallam County, Washington","1541","1021"
"1500000US530090012002","2.19520243403668","Block Group 2, Census Tract 12, Clallam County, Washington","1003","653"
"1500000US530090012003","2.60224024005885","Block Group 3, Census Tract 12, Clallam County, Washington","821","607"
"1500000US530090013001","6.11468065926592","Block Group 1, Census Tract 13, Clallam County, Washington","524","399"
"1500000US530090013002","4.56946987702438","Block Group 2, Census Tract 13, Clallam County, Washington","890","586"
